Location,Site,Trial_ID,Species,Date,Plot_ID,TQR,RGB_Blue,RGB_Green,RGB_Red,RGB_CV_Blue,RGB_CV_Green,RGB_CV_Red,RGB_VARI,RGB_ExG,RGB_NGRDI,RGB_GR,RGB_CanopyDensity,RGB_LeafTexture,RGB_SurfaceUniformity,MS_Green,MS_Red,MS_RedEdge,MS_NIR,MS_CV_Green,MS_CV_Red,MS_CV_RedEdge,MS_CV_NIR,MS_NGRDI,MS_GR,MS_NDVI,MS_NDRE,MS_GNDVI,MS_GCI,MS_CanopyDensity,MS_LeafTexture,MS_SurfaceUniformity
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P046,4,0.0566,0.0935,0.0661,0.1484,0.199,0.1792,0.2666,0.0644,0.1721,1.4158,73.244,0.0773,0.1102,0.0889,0.0655,0.2477,0.392,0.1834,0.1526,0.1761,0.2435,0.152,1.3584,0.7138,0.2256,0.6302,3.4078,74.8175,0.1077,0.1227
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P047,4,0.0487,0.081,0.0591,0.1493,0.1944,0.114,0.2391,0.0542,0.156,1.3697,65.1476,0.0604,0.157,0.1037,0.0788,0.1948,0.316,0.1652,0.2057,0.1202,0.1572,0.1364,1.316,0.6009,0.2373,0.506,2.0484,62.3292,0.1356,0.1085
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P048,7,0.0496,0.0873,0.0634,0.02,0.1211,0.1709,0.237,0.0616,0.1589,1.3779,76.7493,0.1297,0.1325,0.0795,0.0552,0.2897,0.4661,0.1106,0.1095,0.1199,0.1749,0.1804,1.4402,0.7882,0.2333,0.7086,4.8629,81.1294,0.0862,0.1733
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P049,8,0.0371,0.0745,0.0432,0.126,0.1949,0.242,0.3884,0.0688,0.2661,1.7253,63.7645,0.1548,0.1347,0.0796,0.0558,0.2876,0.4649,0.1177,0.1437,0.1476,0.1324,0.176,1.4271,0.7857,0.2357,0.7076,4.8403,81.3651,0.0968,0.1834
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P050,6,0.0463,0.0826,0.057,0.236,0.1827,0.108,0.2746,0.062,0.1836,1.4497,52.03,0.1213,0.106,0.092,0.0665,0.244,0.3938,0.1767,0.1696,0.1904,0.1183,0.1606,1.3825,0.7109,0.2348,0.6212,3.2801,69.1151,0.1113,0.0585
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P051,3,0.0555,0.09,0.065,0.1118,0.1222,0.084,0.2509,0.0595,0.1611,1.3841,66.4495,0.0945,0.1545,0.1048,0.0798,0.1902,0.3059,0.2098,0.2317,0.2257,0.1811,0.1352,1.3126,0.5861,0.2333,0.4897,1.9191,64.815,0.0913,0.2101
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P052,4,0.0685,0.0965,0.0721,0.2271,0.1883,0.1565,0.2436,0.0524,0.1446,1.3381,50.9149,0.1007,0.191,0.0897,0.0637,0.2546,0.3984,0.1847,0.2564,0.1662,0.1677,0.1696,1.4084,0.7243,0.2203,0.6324,3.4411,66.1973,0.1146,0.1177
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P053,2,0.0752,0.1068,0.0858,0.1595,0.1306,0.1591,0.1788,0.0527,0.109,1.2447,80.246,0.0728,0.1191,0.0949,0.072,0.221,0.3443,0.1913,0.1548,0.2952,0.1949,0.1374,1.3185,0.654,0.2182,0.5677,2.6262,49.1482,0.0806,0.1818
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P054,5,0.0476,0.07,0.0477,0.1941,0.1942,0.12,0.3182,0.0448,0.1896,1.4679,53.2841,0.1304,0.1617,0.0941,0.067,0.242,0.3854,0.2347,0.1474,0.1689,0.1339,0.1687,1.406,0.704,0.2286,0.6074,3.0943,63.3468,0.1372,0.1672
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P055,5,0.0559,0.0956,0.068,0.1787,0.2299,0.2226,0.256,0.0672,0.1685,1.4052,71.8699,0.1369,0.1573,0.0923,0.0671,0.2415,0.3876,0.249,0.0719,0.1804,0.0654,0.1576,1.3742,0.7048,0.2323,0.6155,3.2018,64.5392,0.11,0.1942
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P056,7,0.0637,0.1068,0.0795,0.2432,0.1612,0.0956,0.2228,0.0705,0.1467,1.3438,86.4805,0.1011,0.1419,0.0844,0.0617,0.2635,0.4258,0.0922,0.1199,0.1852,0.1804,0.1549,1.3665,0.7468,0.2354,0.6693,4.0478,80.7733,0.1352,0.1844
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P057,8,0.0444,0.0761,0.0544,0.0886,0.159,0.2037,0.2512,0.0533,0.1658,1.3975,86.1347,0.1149,0.1051,0.0864,0.0613,0.2658,0.4365,0.0738,0.1478,0.1438,0.1948,0.1695,1.4082,0.7536,0.2431,0.6697,4.0542,80.9223,0.1671,0.1405
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P058,6,0.0583,0.0997,0.0707,0.1889,0.0852,0.3114,0.2588,0.0704,0.1702,1.4103,67.2102,0.0757,0.1224,0.0693,0.0485,0.3158,0.4971,0.1369,0.1719,0.1617,0.2631,0.1762,1.4276,0.8221,0.223,0.7553,6.1744,56.0169,0.1068,0.1368
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P059,6,0.06,0.0913,0.07,0.1671,0.1029,0.2276,0.2105,0.0527,0.1323,1.3049,60.291,0.1355,0.1575,0.1003,0.0692,0.2336,0.3804,0.0851,0.1729,0.1192,0.2186,0.1834,1.4492,0.6922,0.2392,0.5827,2.793,67.0012,0.0926,0.146
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P060,3,0.0594,0.0946,0.0701,0.0899,0.2436,0.02,0.2328,0.0598,0.1489,1.3499,54.0694,0.0736,0.0659,0.0965,0.0683,0.236,0.3702,0.2306,0.1449,0.1647,0.1632,0.1708,1.4119,0.6884,0.2214,0.5866,2.8374,65.3904,0.0387,0.1948
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P061,5,0.0572,0.0959,0.0677,0.2099,0.18,0.2189,0.2652,0.0669,0.1724,1.4168,51.4028,0.1312,0.1984,0.1283,0.0947,0.1318,0.2298,0.1822,0.1354,0.142,0.1098,0.1508,1.3553,0.4164,0.271,0.2833,0.7907,69.6266,0.0487,0.1928
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P062,6,0.0536,0.0945,0.0634,0.1322,0.1237,0.1252,0.2978,0.0719,0.1967,1.4897,64.1642,0.119,0.1458,0.123,0.09,0.1507,0.261,0.2037,0.2002,0.1539,0.1458,0.1549,1.3666,0.4872,0.2681,0.3594,1.122,51.6731,0.1203,0.1736
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P063,2,0.0591,0.0881,0.0659,0.1565,0.1456,0.1995,0.2342,0.0512,0.1443,1.3372,63.4202,0.1,0.1518,0.0896,0.0666,0.2425,0.3755,0.2108,0.1627,0.2232,0.0843,0.147,1.3446,0.6987,0.2153,0.6148,3.1922,53.5581,0.0901,0.0977
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P064,8,0.0472,0.0734,0.0522,0.135,0.0799,0.1529,0.2708,0.0474,0.169,1.4067,84.9912,0.1142,0.1708,0.0769,0.0555,0.2889,0.4689,0.1505,0.1148,0.1088,0.1074,0.1616,1.3856,0.7883,0.2375,0.7182,5.098,72.213,0.1943,0.1354
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P065,4,0.0587,0.0941,0.0694,0.246,0.2463,0.3029,0.2356,0.06,0.1509,1.3555,73.7858,0.0882,0.1719,0.089,0.0636,0.2549,0.3987,0.2606,0.1824,0.2024,0.2018,0.1663,1.3991,0.7248,0.2199,0.6351,3.4802,71.8985,0.1178,0.2144
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P066,5,0.0549,0.0859,0.0637,0.2107,0.2132,0.1821,0.2351,0.0533,0.1488,1.3495,65.8929,0.1192,0.1505,0.0874,0.064,0.2538,0.4025,0.1735,0.1701,0.1957,0.2281,0.1548,1.3663,0.7257,0.2265,0.6431,3.6039,61.4405,0.1078,0.1975
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P067,9,0.0541,0.0917,0.0623,0.1618,0.1568,0.158,0.2942,0.0671,0.191,1.4721,86.6891,0.1691,0.1747,0.07,0.0485,0.3171,0.5125,0.1153,0.1351,0.1052,0.0788,0.1818,1.4443,0.8272,0.2355,0.7596,6.319,89.0954,0.1665,0.127
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P068,6,0.0675,0.1154,0.0824,0.1663,0.1536,0.1417,0.2529,0.0808,0.1666,1.3999,70.2528,0.1182,0.1684,0.0884,0.0623,0.2608,0.4174,0.2299,0.1628,0.1764,0.2104,0.1731,1.4187,0.7401,0.231,0.6503,3.7194,53.5301,0.132,0.149
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P069,7,0.0681,0.1131,0.0804,0.2453,0.143,0.1805,0.2604,0.0776,0.1687,1.406,56.3983,0.1158,0.1417,0.0806,0.0597,0.2716,0.4381,0.1615,0.1245,0.2259,0.1275,0.1488,1.3496,0.7601,0.2345,0.6893,4.4361,72.1642,0.1041,0.1608
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P070,6,0.0501,0.0858,0.0593,0.1804,0.1872,0.1382,0.279,0.0623,0.1828,1.4473,76.6998,0.0317,0.1994,0.0837,0.0577,0.2792,0.4451,0.0914,0.2289,0.207,0.1436,0.1838,1.4503,0.7704,0.2291,0.6834,4.3165,65.2145,0.1173,0.1469
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P071,6,0.0749,0.1239,0.0898,0.2518,0.1693,0.2167,0.2458,0.0831,0.1596,1.3799,75.2486,0.1635,0.1846,0.0873,0.0632,0.2577,0.4165,0.1666,0.1814,0.1208,0.2333,0.1605,1.3823,0.7366,0.2354,0.6534,3.7701,57.0428,0.1567,0.1441
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P072,4,0.0587,0.0989,0.0709,0.1624,0.2036,0.1477,0.2525,0.0683,0.1652,1.3959,51.063,0.1071,0.1751,0.0982,0.0717,0.2228,0.3562,0.185,0.177,0.1821,0.1138,0.1556,1.3685,0.6647,0.2305,0.5679,2.6284,46.2376,0.0238,0.1507
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P073,5,0.0536,0.0956,0.0651,0.1378,0.2369,0.1958,0.2849,0.0726,0.19,1.469,81.4928,0.091,0.0969,0.0862,0.0599,0.2701,0.4267,0.1931,0.2006,0.1935,0.1642,0.1797,1.438,0.7538,0.2248,0.664,3.9527,70.5367,0.1968,0.1543
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P074,5,0.0487,0.0751,0.0547,0.02,0.1884,0.1183,0.2524,0.0469,0.1576,1.3743,76.0906,0.1025,0.1383,0.0711,0.05,0.3098,0.4837,0.2083,0.2433,0.0859,0.1849,0.1744,1.4226,0.8128,0.2192,0.7438,5.8073,62.8083,0.0678,0.1501
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P075,7,0.0537,0.0948,0.0633,0.1412,0.1169,0.1358,0.3018,0.0725,0.1992,1.4975,75.6892,0.137,0.2094,0.1022,0.0721,0.2224,0.3682,0.1486,0.2015,0.1547,0.2685,0.1728,1.4177,0.6726,0.2469,0.5655,2.6029,58.6985,0.1414,0.1326
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P076,5,0.0505,0.0899,0.061,0.2232,0.2225,0.2611,0.2876,0.0682,0.1914,1.4733,53.5913,0.1347,0.2303,0.1043,0.0767,0.2033,0.333,0.206,0.1991,0.2015,0.1022,0.1524,1.3597,0.6255,0.2418,0.5229,2.192,81.5633,0.1452,0.1113
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P077,5,0.047,0.09,0.0632,0.2683,0.2361,0.2129,0.2526,0.0698,0.1751,1.4245,74.2416,0.0889,0.1753,0.0856,0.0606,0.2674,0.4223,0.205,0.1383,0.0896,0.2137,0.1712,1.4131,0.749,0.2246,0.6628,3.9316,72.8983,0.1302,0.178
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P078,5,0.0587,0.0904,0.065,0.1446,0.1612,0.2898,0.2626,0.0571,0.1634,1.3906,67.6139,0.155,0.0928,0.0795,0.0569,0.2822,0.4444,0.172,0.2194,0.1748,0.1975,0.1662,1.3986,0.7731,0.2232,0.6964,4.5875,49.7293,0.0818,0.1929
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P079,6,0.0383,0.0773,0.0518,0.1412,0.1669,0.1567,0.2801,0.0644,0.197,1.4905,71.6765,0.0702,0.093,0.08,0.0571,0.2819,0.4507,0.1627,0.1937,0.1373,0.2161,0.1668,1.4003,0.7751,0.2305,0.6987,4.6375,77.4395,0.1192,0.1306
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P080,5,0.0293,0.0618,0.0408,0.1592,0.1201,0.1733,0.2863,0.0535,0.2046,1.5145,56.9202,0.0889,0.1904,0.0861,0.066,0.2458,0.3941,0.1053,0.1826,0.1153,0.2544,0.1318,1.3037,0.7129,0.2317,0.6414,3.5766,61.4503,0.0333,0.1969
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P081,3,0.059,0.0862,0.0718,0.2053,0.1885,0.1964,0.1449,0.0415,0.0908,1.1997,57.4387,0.0444,0.1664,0.0803,0.058,0.2769,0.4278,0.1499,0.085,0.1859,0.2807,0.1613,1.3848,0.7611,0.2141,0.6837,4.3239,60.5972,0.1261,0.1789
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P082,5,0.0688,0.1033,0.0796,0.1525,0.1941,0.2109,0.2082,0.0583,0.1299,1.2985,77.0082,0.1182,0.0694,0.0927,0.0677,0.2393,0.3842,0.1345,0.1083,0.1525,0.134,0.1559,1.3693,0.7005,0.2322,0.6114,3.1461,79.8268,0.1117,0.1996
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P083,6,0.0616,0.0914,0.0645,0.207,0.1793,0.1016,0.285,0.0567,0.1724,1.4166,69.317,0.1365,0.1638,0.0849,0.0596,0.2717,0.4333,0.2183,0.1889,0.213,0.085,0.1749,1.424,0.7582,0.2293,0.6724,4.1051,76.2063,0.1132,0.153
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P084,6,0.06,0.0989,0.0691,0.2553,0.1243,0.167,0.2761,0.0688,0.1776,1.4319,65.5093,0.1595,0.1391,0.0642,0.0441,0.3334,0.5224,0.1969,0.1858,0.172,0.158,0.1853,1.4548,0.8443,0.2208,0.7812,7.1417,69.8407,0.1309,0.1002
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P085,5,0.0414,0.0637,0.0468,0.1695,0.2186,0.1759,0.2457,0.0394,0.1537,1.3633,74.0507,0.109,0.1435,0.0785,0.0544,0.2917,0.4556,0.1215,0.1728,0.1978,0.1645,0.1807,1.4412,0.7865,0.2194,0.7062,4.8065,68.7209,0.039,0.1432
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P086,6,0.0502,0.076,0.0534,0.2445,0.0999,0.1541,0.2849,0.0483,0.1743,1.4223,67.8296,0.0574,0.193,0.1104,0.0827,0.18,0.3039,0.1006,0.2059,0.1851,0.0923,0.1438,1.3359,0.5723,0.2561,0.4669,1.7518,67.1198,0.1561,0.1537
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P087,9,0.0383,0.0729,0.0465,0.189,0.1692,0.2257,0.3265,0.0611,0.2217,1.5696,82.3062,0.1219,0.1108,0.0869,0.0587,0.2762,0.4539,0.1374,0.1649,0.148,0.0816,0.1932,1.4789,0.7708,0.2433,0.6787,4.2253,66.8724,0.1345,0.1123
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P088,7,0.0448,0.0865,0.0552,0.156,0.146,0.1597,0.3232,0.0731,0.2211,1.5677,52.3515,0.1461,0.178,0.0824,0.0599,0.2706,0.4355,0.02,0.1571,0.1253,0.1455,0.1575,1.374,0.7581,0.2335,0.682,4.2888,68.6625,0.1487,0.1558
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P089,4,0.0538,0.0855,0.0645,0.0676,0.213,0.1075,0.2186,0.0527,0.1402,1.326,70.7031,0.0433,0.123,0.093,0.067,0.2418,0.3839,0.2112,0.2156,0.2051,0.1809,0.163,1.3896,0.703,0.227,0.6098,3.126,54.6252,0.1132,0.1929
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P090,5,0.0677,0.104,0.0767,0.2097,0.2461,0.1416,0.242,0.0636,0.1513,1.3566,80.1727,0.1685,0.2116,0.0877,0.063,0.2581,0.4118,0.1743,0.1399,0.1357,0.2041,0.1644,1.3935,0.7347,0.2294,0.6487,3.6929,73.1396,0.0975,0.1347
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P091,5,0.0539,0.0925,0.0612,0.2505,0.2128,0.1396,0.3139,0.07,0.2038,1.512,86.3181,0.1487,0.1544,0.0955,0.0672,0.2414,0.3888,0.2362,0.2138,0.1418,0.1711,0.1742,1.422,0.7054,0.234,0.6055,3.0703,67.7159,0.1148,0.1515
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P092,7,0.0389,0.0719,0.0487,0.1842,0.0395,0.1376,0.2845,0.0561,0.1926,1.477,61.7703,0.1262,0.0595,0.1157,0.0867,0.1642,0.2851,0.2089,0.1607,0.1429,0.1109,0.1431,1.3341,0.5335,0.2692,0.4227,1.4641,72.2717,0.1849,0.1834
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P093,7,0.0374,0.0741,0.0452,0.1558,0.1423,0.2421,0.3535,0.0657,0.2428,1.6412,74.1059,0.1391,0.1452,0.091,0.0642,0.254,0.4144,0.1332,0.0968,0.2103,0.1526,0.1728,1.4177,0.7318,0.2401,0.6399,3.5546,54.4214,0.1087,0.1571
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P094,8,0.0528,0.0906,0.0616,0.1632,0.1293,0.1959,0.2922,0.0668,0.1907,1.4714,86.3707,0.1213,0.1245,0.0729,0.0469,0.3232,0.517,0.1406,0.1924,0.0891,0.1592,0.2176,1.5563,0.8338,0.2307,0.7527,6.0889,84.666,0.1501,0.139
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P095,7,0.0486,0.0811,0.0578,0.153,0.1128,0.1636,0.2582,0.0557,0.1677,1.403,54.5172,0.1355,0.1732,0.1049,0.0764,0.2053,0.3438,0.1844,0.1058,0.2217,0.1408,0.1575,1.374,0.6364,0.2522,0.5323,2.276,62.3966,0.1225,0.1121
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P096,6,0.0512,0.0834,0.064,0.1365,0.146,0.1245,0.2019,0.0516,0.1317,1.3034,70.7632,0.1077,0.172,0.0758,0.0529,0.2987,0.4748,0.1012,0.2,0.1313,0.1261,0.1782,1.4335,0.7996,0.2276,0.7247,5.2658,92.2415,0.1596,0.1782
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P097,4,0.0647,0.0972,0.0714,0.2265,0.1885,0.16,0.2488,0.0584,0.1533,1.3622,80.7792,0.0899,0.1325,0.1058,0.0762,0.205,0.3318,0.2362,0.0983,0.1671,0.1352,0.1624,1.3877,0.6264,0.2361,0.5165,2.1368,54.1577,0.1231,0.1507
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P098,5,0.0457,0.0815,0.0582,0.2424,0.1461,0.2386,0.2483,0.0591,0.167,1.4011,69.4137,0.1119,0.1089,0.0645,0.0406,0.3471,0.5377,0.1872,0.2343,0.1868,0.1903,0.2278,1.5899,0.8597,0.2154,0.7858,7.3352,66.6818,0.1208,0.1522
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P099,6,0.0441,0.0743,0.0543,0.1809,0.2454,0.2384,0.2363,0.0501,0.1552,1.3675,64.5239,0.1281,0.1704,0.0802,0.0583,0.2771,0.4429,0.1616,0.1225,0.2074,0.1225,0.1582,1.3759,0.7674,0.2303,0.6934,4.5234,50.1185,0.1194,0.1782
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P100,4,0.0655,0.1012,0.074,0.1442,0.254,0.1661,0.2474,0.0629,0.155,1.3667,72.5682,0.0972,0.1993,0.1068,0.08,0.1898,0.3085,0.2625,0.2182,0.1976,0.1777,0.1432,1.3343,0.5881,0.2382,0.4858,1.8898,62.5577,0.1227,0.1377
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P101,6,0.0602,0.0926,0.0669,0.2107,0.2555,0.1423,0.2595,0.0582,0.1615,1.3853,60.5188,0.0608,0.1652,0.0839,0.0623,0.2609,0.4177,0.217,0.1107,0.1591,0.195,0.1474,1.3457,0.7404,0.2311,0.6656,3.9811,71.1501,0.1045,0.2102
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P102,5,0.0509,0.0787,0.0599,0.1555,0.132,0.2534,0.2141,0.0465,0.1355,1.3134,75.7116,0.0888,0.1326,0.0899,0.064,0.2538,0.4046,0.1463,0.1731,0.2245,0.1404,0.168,1.4039,0.7267,0.229,0.6364,3.5007,65.2547,0.1304,0.1476
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P103,6,0.0628,0.0805,0.0662,0.2305,0.1939,0.167,0.1702,0.032,0.0974,1.2158,69.5035,0.1652,0.1203,0.1016,0.0784,0.1967,0.3269,0.2135,0.1778,0.2289,0.1492,0.1287,1.2955,0.613,0.2486,0.5257,2.2169,56.8318,0.1379,0.1457
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P104,3,0.0599,0.0916,0.068,0.1041,0.1979,0.0534,0.2365,0.0553,0.1477,1.3466,47.1163,0.0887,0.1718,0.0948,0.0683,0.2359,0.3689,0.2389,0.1264,0.1426,0.1501,0.1621,1.3868,0.6875,0.22,0.5913,2.8933,57.3775,0.0351,0.1013
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P105,6,0.0443,0.0886,0.0621,0.1759,0.1718,0.1326,0.2492,0.0709,0.176,1.4273,68.5142,0.0906,0.135,0.0804,0.0581,0.2778,0.4427,0.1147,0.0924,0.124,0.2497,0.1615,1.3852,0.768,0.2288,0.6924,4.5027,73.0593,0.0948,0.1563
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P106,4,0.0579,0.0828,0.0626,0.2275,0.1801,0.1853,0.2307,0.0451,0.1388,1.3224,66.2783,0.1374,0.1637,0.0842,0.0618,0.2624,0.4114,0.0823,0.1362,0.1657,0.1421,0.1537,1.3631,0.739,0.2212,0.6603,3.887,50.2471,0.1419,0.1563
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P107,7,0.0502,0.0862,0.0556,0.2041,0.1263,0.2024,0.3346,0.0667,0.2161,1.5515,75.8624,0.0975,0.2572,0.0935,0.0638,0.2553,0.4147,0.1623,0.1809,0.1114,0.2094,0.1886,1.4649,0.7333,0.2379,0.6321,3.4356,75.9534,0.1429,0.0816
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P108,3,0.0678,0.0983,0.0775,0.1883,0.233,0.1472,0.1928,0.0513,0.1184,1.2687,63.2307,0.0917,0.1836,0.1033,0.0755,0.2072,0.3268,0.2161,0.1992,0.1894,0.1063,0.1556,1.3685,0.6247,0.224,0.5196,2.1632,58.1178,0.1256,0.1241
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P109,6,0.0498,0.0822,0.0589,0.2153,0.1911,0.169,0.2551,0.0556,0.165,1.3952,86.6635,0.0746,0.084,0.0999,0.0723,0.2212,0.3647,0.1865,0.1103,0.2104,0.1882,0.1599,1.3807,0.6689,0.2448,0.57,2.6507,53.938,0.1514,0.1795
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P110,4,0.0579,0.0842,0.0672,0.2157,0.2476,0.2027,0.1817,0.0432,0.1122,1.2526,69.1099,0.0686,0.1956,0.0955,0.0692,0.2327,0.367,0.1994,0.202,0.2455,0.1332,0.1598,1.3804,0.6827,0.2239,0.587,2.8421,84.6434,0.0494,0.1434
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P111,4,0.0628,0.1061,0.0774,0.1839,0.1627,0.2566,0.2378,0.072,0.1564,1.3707,71.951,0.0838,0.1282,0.0945,0.0683,0.2365,0.3752,0.1639,0.1377,0.2099,0.2566,0.1608,1.3831,0.692,0.2268,0.5978,2.9723,57.2086,0.1289,0.0721
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P112,3,0.064,0.0875,0.0672,0.3211,0.2016,0.0405,0.2233,0.0438,0.1309,1.3013,46.6994,0.0859,0.1533,0.091,0.0696,0.2308,0.3633,0.2234,0.1065,0.2223,0.1677,0.1328,1.3061,0.6783,0.223,0.5996,2.9944,64.2956,0.0978,0.1252
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P113,5,0.0509,0.0889,0.0605,0.2341,0.2965,0.168,0.288,0.0663,0.1899,1.4688,67.124,0.1124,0.0956,0.1045,0.0789,0.1948,0.32,0.2283,0.1737,0.0812,0.2042,0.14,1.3256,0.6046,0.2433,0.5075,2.061,68.5242,0.0769,0.1331
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P114,4,0.0551,0.0941,0.0705,0.1218,0.1636,0.1859,0.2152,0.0626,0.1432,1.3343,69.0784,0.1348,0.1261,0.0743,0.0566,0.2828,0.4396,0.2311,0.2188,0.1988,0.1524,0.1353,1.3131,0.7719,0.217,0.7108,4.9148,73.2106,0.0943,0.0927
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P115,3,0.0422,0.0787,0.0579,0.1971,0.1641,0.1986,0.2204,0.0573,0.1523,1.3593,63.7519,0.0448,0.1041,0.0955,0.0703,0.2282,0.3602,0.2081,0.1586,0.19,0.1837,0.152,1.3584,0.6735,0.2243,0.5809,2.7725,60.5221,0.1034,0.1154
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P116,3,0.0545,0.0901,0.066,0.1676,0.2836,0.1234,0.2363,0.0596,0.1539,1.3637,64.5341,0.0404,0.1698,0.0961,0.0706,0.2269,0.3551,0.2499,0.273,0.2421,0.299,0.1535,1.3626,0.6685,0.2203,0.5739,2.694,49.9728,0.1025,0.1085
"Raleigh, NC",Turf Field Lab,19ZOY,Zoys,2024-06-07,P117,4,0.0603,0.0871,0.0661,0.2058,0.1943,0.2285,0.2259,0.0479,0.1371,1.3177,55.6427,0.1022,0.1546,0.0727,0.0531,0.2969,0.4609,0.1744,0.2189,0.1272,0.1689,0.1557,1.3687,0.7934,0.2165,0.7276,5.3409,79.2422,0.0596,0.164
